ImageId,PredictionString
ID_7afad4355,46 0.162312 0.127354 -3.10396 6.02672 9.37068 46.0483 28 0.1488 0.0577685 3.1081 12.0781 11.3522 60.2285 31 0.173591 0.0591879 -3.14073 4.75896 8.99564 45.5631 51 0.164102 -0.0227827 -3.08018 -29.0386 11.9618 72.7643 46 0.148796 -3.08358 3.10809 13.3538 8.48344 42.1991 6 0.148627 0.146434 3.10733 12.1927 8.96328 46.7358 46 0.162307 -3.05901 -3.10396 11.8567 13.4975 74.2207 16 0.162314 -3.0755 -3.10396 9.73404 12.8032 72.1812 16 0.173591 -0.251295 -3.14073 5.07228 10.0266 52.1304 16 0.173591 -0.021109 -3.14073 4.15724 13.7198 75.6917 16 0.173591 -0.00394798 -3.14073 1.60927 14.0478 78.3346 46 0.173591 -0.0243005 -3.14073 -1.79934 12.4909 69.0256 16 0.173591 0.000786417 -3.14073 -5.23546 18.8001 109.649 46 0.164103 -0.491209 -3.08017 -15.8252 7.22637 37.6059 40 0.166642 0.000483626 -3.08751 -21.8948 8.42539 49.7884 16 0.164103 -0.0672533 -3.08018 -18.1237 10.6532 62.5123 2 0.164103 -0.11784 -3.08018 -11.5898 8.04121 45.0838 16 0.164102 0.0598986 -3.08018 -15.0229 11.6479 68.0931
ID_ad64ab38e,35 0.164832 0.073615 -3.06852 3.03674 3.87607 14.6494 18 0.147969 0.252754 -3.07896 9.55276 8.03698 39.7515 25 0.155659 -3.09263 -3.07342 -18.0721 7.36931 44.8423 16 0.164833 0.0258679 -3.06853 7.36724 8.94706 50.8795 46 0.164833 0.0567454 -3.06852 -1.27144 11.3408 67.3818 16 0.164833 -0.0109727 -3.06852 2.44971 13.4696 82.1723 46 0.164833 -0.345198 -3.06852 2.37293 24.0166 151.415 16 0.155665 3.13152 -3.07342 -16.4314 4.37518 25.3221 16 0.155664 -3.10217 -3.07342 -12.6797 4.17978 23.5621 47 0.155771 3.13726 -3.07368 -17.266 8.43196 49.1697
ID_956fa5a43,51 0.158939 0.000490959 -3.11898 10.0432 4.99427 18.7666 40 0.152601 -0.116797 -3.06797 9.79939 6.15972 26.0583 40 0.11295 -0.0684449 -3.09019 -0.994156 6.62558 34.2028 70 0.136984 -0.0376046 -3.05076 -7.07454 5.37869 28.6434 50 0.168945 -0.0225012 -3.10175 -3.99474 3.47147 12.6915 16 0.158938 0.00911936 -3.11898 9.46477 3.92607 11.9381 16 0.1526 0.0028612 -3.06798 10.3072 7.52989 34.8284 2 0.152601 -0.0602827 -3.06798 9.90527 11.099 60.2744 46 0.1526 -0.413587 -3.06797 9.33604 23.3474 138.213 16 0.11295 -0.117097 -3.09019 -11.2553 33.6332 213.517 46 0.11295 0.0653424 -3.0902 -4.60908 17.5298 105.38 16 0.11295 0.0447569 -3.09019 -7.34257 16.8616 102.217 6 0.169956 -3.08613 -3.10634 -27.4964 10.0311 65.296
ID_e21c7a395,35 0.174025 -3.08256 -3.12362 -4.04162 3.26436 12.4727 50 0.160206 3.11727 -3.13613 -4.75765 5.13537 22.6709 8 0.213001 3.12399 -3.11235 -4.43368 8.34018 40.7745 60 0.175958 3.07574 3.05217 -4.76854 14.3857 71.3001 43 0.145393 3.07078 -3.11877 -6.74654 27.2944 141.917 28 0.150308 0.0607567 -3.11809 5.15003 3.54456 10.62 35 0.212076 -0.0261643 -3.06111 4.52387 8.67793 40.0029 35 0.222419 0.106349 -3.09063 4.35474 12.0338 58.1542 16 0.174018 3.13397 -3.12362 -3.70441 1.87817 4.26168 2 0.160202 -3.11892 -3.13613 -4.67622 5.3725 26.2001 46 0.175958 -3.10352 3.05217 -4.95592 10.2246 49.8816 46 0.17596 3.10877 3.05217 -5.29869 12.1047 59.5085 46 0.145392 -0.155814 -3.11878 -0.215126 15.921 79.6496 16 0.22242 -0.0330265 -3.09063 4.0299 18.5606 91.7945
ID_854ad0dd8,28 0.161188 0.121862 -3.10999 -1.87941 5.90936 27.7799 19 0.12183 0.474851 -3.07882 -7.95203 12.8424 70.9995 46 0.159591 0.412883 -3.10597 -9.55385 12.0394 67.5581 31 0.209007 1.48947 -3.12067 -20.6223 6.5844 38.5773 16 0.161187 1.81869 -3.11 12.9394 6.81677 30.8783 16 0.12183 0.392915 -3.07882 -3.8664 9.66932 51.6694 35 0.163214 -1.43683 -3.12329 24.4261 9.28629 40.3312 16 0.209006 2.45692 -3.12067 -21.0041 6.99281 41.0608
ID_464c88a1f,8 0.120442 2.62616 -3.00516 -7.13038 2.86516 13.6639 66 0.133693 1.96638 -3.07418 0.467465 5.61103 25.2406 40 0.130587 -1.33636 -3.07904 11.7767 4.72381 16.2939 35 0.200061 1.89807 -3.09972 16.8193 7.59967 30.9241 16 0.120449 2.38578 -3.00516 -6.89179 3.5236 17.7085 60 0.127063 2.03824 -3.01129 -14.352 3.4673 20.4366
ID_f912ba54b,16 0.178275 -0.0421431 -3.09698 -21.206 9.20087 55.528 71 0.186721 -0.0625802 -3.12707 -18.2636 10.3092 60.595 25 0.177708 -0.0559564 3.13633 -15.1954 12.3147 72.1075 6 0.172496 -0.0318032 3.1116 6.05457 6.68249 32.3963 51 0.170856 -0.0513616 3.12801 13.2457 7.60359 37.3625 56 0.175766 -0.0899524 -3.07522 3.44599 3.96367 15.4464 40 0.102974 0.056079 3.13459 3.20324 3.02869 9.02253 28 0.127184 -0.00364132 -3.09149 -2.23187 3.65805 14.3211 16 0.186721 -0.0199154 -3.12707 -11.9781 8.30495 46.0431 16 0.177708 0.0903824 3.13634 -16.4573 15.0464 91.635 46 0.177709 0.194144 3.13633 -14.2593 15.2608 89.6169 46 0.175766 -0.0899524 -3.07522 -4.1816 15.7014 89.6351 46 0.175766 -0.0899524 -3.07522 0.540852 10.0533 53.6535 16 0.175766 -0.0899524 -3.07522 5.96792 11.311 60.6779 16 0.175766 -0.0899524 -3.07522 5.63069 8.61516 44.4959 2 0.170855 -0.00819937 3.12801 6.48317 4.35623 16.7925 46 0.170853 -1.7363 3.12801 19.3323 7.79331 38.7365
ID_12267fd01,56 0.0782476 -1.70962 -3.06752 -44.4279 13.3988 84.3104 35 0.166752 3.13799 3.11831 -8.3799 6.1738 30.7627 40 0.13373 0.479411 -3.08154 -0.785105 7.43085 38.76 18 0.145901 -0.0159911 -3.07467 4.06331 5.77636 25.4319 51 0.159459 -0.0114894 -2.97905 4.06011 3.04834 8.0571 16 0.133733 3.10284 -3.08154 -1.06633 20.1596 117.82 2 0.13373 0.0176115 -3.08154 7.24413 21.2333 123.177 16 0.159459 1.89774 -2.97905 26.9535 9.49208 47.6174
ID_e8243a632,25 0.148792 -3.07254 -3.12735 -20.2354 10.5275 61.4599 46 0.171531 3.13713 3.13999 -23.4713 14.3651 83.1824 12 0.178725 3.13198 3.1243 -20.6013 13.4783 80.3469 35 0.153211 -3.07341 -3.11476 -17.2337 13.8027 79.8035 16 0.143019 0.0106422 -3.1103 -3.4628 7.10145 36.0317 16 0.159959 0.010624 -3.11196 -3.21766 4.23818 17.7724 51 0.195031 0.0776987 -3.14079 -3.3762 2.80691 8.85456 66 0.172848 0.0166674 -3.09971 -0.172487 3.64409 12.6893 16 0.195032 -2.98478 -3.14078 -26.7521 6.27296 38.1717 16 0.19503 3.00667 -3.14078 -26.5964 8.53776 50.6838 16 0.148792 3.12934 -3.12735 -23.6054 11.519 67.0338 16 0.17153 3.04288 3.13999 -17.4224 9.7075 57.4477 46 0.153209 -2.98728 -3.11476 -23.1284 17.1332 102.251 46 0.153215 3.1165 -3.11476 -21.1914 18.2452 106.03 6 0.153246 3.12668 -3.11496 -27.2651 26.1432 157.843 46 0.153248 3.09632 -3.11496 -28.7137 29.728 178.96 16 0.143018 0.111582 -3.11029 -0.456465 8.24258 43.8803 16 0.143018 0.0211395 -3.11029 -0.548128 5.61065 26.2669
ID_1e47a8f2b,25 0.0894512 -2.32953 -3.04581 -22.2823 5.95334 34.7378 18 0.129615 1.60885 3.08247 30.3175 9.61746 42.98 2 0.0894503 1.55172 -3.04581 -32.7552 8.81549 53.2962 16 0.0894534 2.27256 -3.04581 -22.0097 7.76639 44.9865 16 0.089453 0.0602862 -3.04581 -0.10655 13.1617 75.9556 16 0.089453 0.053627 -3.04582 3.33583 16.8761 97.7646 70 0.0904149 0.591673 -3.04672 13.2681 15.6629 86.3109 16 0.129618 1.62619 3.08247 21.5847 7.13495 33.0777 16 0.129615 1.53464 3.08247 20.1427 7.438 36.3806 46 0.0904146 0.214254 -3.04671 29.6534 18.3367 96.0501 2 0.129619 -1.05876 3.08247 17.0416 4.84127 21.3527
ID_89597b486,27 0.110962 0.543984 -3.11031 -6.78483 3.14857 12.1835 35 0.172055 0.785858 -3.09173 -13.1501 4.2726 20.6443 46 -0.0094423 2.71481 3.09444 37.8151 13.7845 67.2359 14 0.188874 2.52211 -3.09004 11.6404 6.15362 28.5492 25 0.171044 2.61734 -3.13394 10.4218 6.34437 30.5789 35 0.169027 2.53899 -3.11796 10.2309 7.98373 35.93 28 0.185701 2.5411 -3.11478 9.07142 8.27082 38.5112 16 -0.00944436 2.58652 3.09444 16.3329 6.75535 31.5776 46 0.188871 2.53472 -3.09004 18.9321 9.16839 42.4538
ID_e4bc0c63f,70 0.141348 0.00981734 -3.05264 4.77627 3.2808 10.4975 16 0.144249 -0.00448553 -3.11326 4.38955 4.75287 19.7532 8 0.177576 -0.0450658 -3.04353 4.95605 6.41706 29.5396 66 0.163764 -0.0380161 -3.01184 5.17114 7.87297 36.81 7 0.130618 -2.95044 -3.0903 -3.87984 8.91385 49.2781 35 0.140162 3.05015 -3.10935 -9.32072 8.10232 42.2693 19 0.153438 3.12787 -3.13275 -9.8576 5.04267 22.7382 23 0.156895 3.13172 3.13362 -11.0354 4.55305 18.5536 16 0.130613 -0.00188627 -3.0903 0.26859 4.80617 21.2608 16 0.163764 0.0648935 -3.01184 5.58515 10.0536 48.6367 46 0.163764 0.0648935 -3.01184 5.45008 14.3821 78.9804 47 0.162788 0.000935145 -3.01061 5.64698 15.0875 83.1766 46 0.162788 -0.00550506 -3.01062 0.843573 20.5639 118.213 2 0.130612 3.08877 -3.0903 -8.45589 13.4277 77.3398 71 0.128481 3.13602 -3.08516 -9.22359 12.4567 70.6063 16 0.12848 -3.07982 -3.08516 -7.73397 9.25398 52.2033 46 0.128482 -3.1234 -3.08516 -9.02185 9.67334 54.0066 2 0.128487 3.07579 -3.08516 -8.40935 7.85773 43.4654 16 0.153437 1.7093 -3.13275 -17.0896 9.32273 52.0556
ID_1592f200d,35 0.176499 0.0197535 -3.0874 13.5779 6.99648 30.0145 18 0.150521 0.025111 -3.13086 15.6557 9.10063 41.1535 35 0.163572 2.94026 -3.12711 -14.2038 4.93018 24.2647 61 0.175452 0.076132 -3.02618 14.1948 12.6418 65.5355 16 0.176499 -0.0287018 -3.0874 12.1743 5.40658 21.2326 46 0.176499 0.134604 -3.08739 15.1824 5.57176 20.3311 6 0.175897 0.134824 -3.02687 -3.87199 8.32392 44.8546 16 0.175897 0.164891 -3.02687 -4.42221 12.2596 69.5352 16 0.175897 0.0634157 -3.02687 0.531371 7.34993 36.8297 16 0.175897 -0.00865484 -3.02687 -0.221371 9.3282 48.9753 2 0.163574 -3.11024 -3.12711 -25.4277 6.17281 34.738 6 0.150539 -0.0273664 -3.13111 13.4168 9.03814 43.0022 46 0.150539 0.125097 -3.13112 18.9892 13.9316 69.4341 16 0.163574 2.19212 -3.12711 -24.122 6.8887 39.6277 16 0.175453 0.101861 -3.02619 14.0371 11.4045 57.3017 16 0.175897 0.0811819 -3.02687 -3.27342 12.7418 72.7993 16 0.175894 -3.11341 -3.02687 -10.1548 11.7883 67.6618 16 0.1759 -3.07591 -3.02687 -21.9362 10.2509 62.113 16 0.175894 -3.09736 -3.02687 -21.3487 9.3264 56.0453
ID_c316009a9,28 0.152236 -0.0378918 -3.06446 -21.2107 5.6273 31.792 54 0.139128 0.00554552 3.04849 -2.89797 2.3025 6.26212 28 0.145772 -0.0486228 -3.07837 -3.10915 9.16492 48.3602 50 0.16274 -0.0276268 -3.09973 -18.5393 12.7684 80.0073 12 0.197729 -0.134541 -3.13869 -22.163 12.9374 81.6163 28 0.160636 -0.025254 -3.11347 -18.9041 8.80108 51.886 54 0.192986 -0.0140552 3.06586 -26.1466 12.54 77.8288 9 0.17521 -0.163599 3.08614 -19.04 7.2153 40.4735 16 0.145772 0.0677414 -3.07836 0.275529 7.70239 39.7699 2 0.145771 0.0110057 -3.07837 -5.70504 10.1952 56.8359 46 0.145772 0.15599 -3.07837 -1.8413 12.9597 71.9816 2 0.145772 -0.0830399 -3.07837 -4.15857 17.7223 102.122 46 0.145771 -0.178428 -3.07837 -15.605 28.1421 182.059 46 0.145772 0.124919 -3.07837 -19.5935 27.5727 182.139 2 0.145772 0.229553 -3.07837 -21.662 26.5711 182.047 70 0.142644 0.325219 -3.07156 -24.3177 27.364 181.635 46 0.142643 -0.0288808 -3.07156 -18.2438 19.2869 121.986 46 0.16274 -0.174347 -3.09973 -26.8207 21.8365 141.914 6 0.162725 0.205 -3.09967 -28.5225 24.5474 164.258 16 0.142644 -0.0450746 -3.07156 -22.6554 24.9487 168.587
ID_cc79b0243,71 0.125734 -3.12415 3.13401 -9.43663 4.1273 17.4188 40 0.154737 -0.0156301 3.12972 -9.17542 8.15993 43.1526 8 0.178457 -3.09193 -3.1264 -8.47426 8.15376 45.1141 70 0.162815 3.13151 -3.10649 -8.73646 10.289 58.2925 8 0.163674 3.08494 3.13055 -8.63314 13.8187 79.8689 70 0.159696 0.0134148 -3.08902 0.940705 6.31139 28.8849 9 -0.108396 -1.41205 3.06786 16.2265 6.24241 28.5647 16 0.162813 -3.14151 -3.10649 -8.82539 9.82786 53.9562 16 0.162809 -3.09777 -3.10649 -8.99922 11.8565 66.5676 46 0.163671 3.03594 3.13055 -9.89929 18.5422 105.932 46 0.163674 3.03096 3.13055 -10.6979 25.2914 144.816 46 0.159697 -1.48054 -3.08902 17.1173 17.3765 98.4491 50 0.1675 -1.91208 3.12786 20.3329 17.5444 97.8385 46 0.167496 -1.58609 3.12786 18.2822 14.0077 75.6552 16 0.167501 -1.26277 3.12786 18.1883 12.6893 65.3578
ID_4dc02329b,28 0.159341 -0.00942002 -3.0909 -3.27533 2.79358 8.51302 37 0.132365 0.0120797 -3.11257 3.41565 3.02532 8.39492 70 0.158304 -0.0535536 -3.0598 3.29076 4.75501 18.8329 28 0.167815 -0.0227254 -3.07316 -2.95959 4.1313 17.2442 47 0.132207 -2.98563 -3.06841 -28.8404 9.15601 54.702 61 0.118825 -3.06159 -3.11048 -11.2957 5.45061 29.7628 47 0.12666 -3.13492 -3.13166 -7.90125 6.50829 33.9703 16 0.116507 -3.11051 -3.09524 -22.4208 13.1303 83.8452 51 0.160368 -0.010739 -3.09673 14.0396 6.77258 29.6022 50 0.178544 2.48084 -3.08004 12.7387 7.52334 36.7325 35 0.145699 0.0457649 -3.08543 13.1342 10.9318 57.5009 46 0.167815 -0.0109816 -3.07317 -0.0752544 3.00818 9.15384 16 0.167816 0.0708618 -3.07317 0.0349153 3.53068 14.1358 70 0.130725 3.05662 -3.06579 -28.7352 6.98289 40.7004 16 0.130722 -2.32292 -3.06579 -24.0523 6.12548 36.7728 46 0.118825 3.05351 -3.11048 -19.0385 8.34886 46.3679 46 0.116506 3.03599 -3.09524 -23.734 12.4359 76.2021 47 0.116814 3.0788 -3.09602 -32.2619 18.1229 112.697 60 -0.554703 1.05355 2.77567 16.6681 7.92738 27.0993 46 0.178546 2.23602 -3.08004 14.8596 8.16836 37.7408 2 0.145699 0.0439028 -3.08543 13.2563 11.6899 63.4736 2 0.145699 0.131205 -3.08543 12.8601 12.2031 67.869 66 -0.476699 0.949402 2.67561 20.0811 6.96973 33.4451
ID_675fc5d8a,37 0.147383 -0.00788938 3.13537 -3.19874 3.26701 12.6646 8 0.150293 -0.0207299 -3.09605 -3.64062 5.58143 28.6232 9 0.177074 -0.01038 -3.11478 -29.3038 8.64538 57.549 46 0.150293 -0.233584 -3.09604 -8.37071 15.3464 95.5528 46 0.150293 0.517567 -3.09605 -9.71037 22.044 141.062 51 0.147008 -0.0432819 3.12934 -40.5666 19.7066 135.416 2 0.147008 -0.299859 3.12934 -31.0554 19.7997 136.926
ID_10e3ebf05,70 0.18376 0.0045243 -3.00269 6.76392 3.87404 11.849 40 0.17179 0.0361484 -3.04997 5.49385 5.21842 21.1905 6 0.202356 0.0371082 -3.10589 5.66848 10.3149 52.0866 28 0.161988 3.12388 -3.0985 -9.78094 8.20091 42.7686 46 0.171017 3.10137 3.0171 -11.4203 11.1313 58.8269 16 0.202361 3.07779 -3.10589 4.71176 7.65553 36.3033 50 0.168671 3.13665 3.01392 -12.3148 13.3097 71.1992 2 0.202357 -1.13609 -3.10589 10.3105 13.896 72.9107
ID_d31498677,16 0.170364 -0.00679554 -3.1158 3.66082 3.49641 12.3352 70 0.143702 0.0129204 -3.07799 2.57303 7.53726 38.3966 40 0.143667 -3.13298 3.13721 -17.2064 7.34508 37.2505 47 0.135912 -3.12891 -3.1059 -19.8679 15.5205 87.3179 16 0.170363 -0.00433389 -3.1158 6.51134 5.26076 22.4364 16 0.170364 0.254163 -3.1158 9.2445 7.7992 37.217 16 0.143702 -0.146244 -3.07799 5.82057 18.1698 102.528 16 0.135911 -3.12376 -3.1059 -15.4756 9.03223 49.0063
ID_39a1ff40b,28 0.139943 -0.197814 -3.03641 4.08095 3.77787 12.3239 9 0.14641 -0.200667 -3.06164 1.56059 4.37268 17.8673 40 0.152515 -0.19611 -3.08422 -3.15486 4.87062 22.3728 28 0.125006 -0.182443 -3.10986 -18.3166 5.7106 33.1131 48 0.150954 -0.242515 -3.05038 -8.91657 6.43289 34.7617 28 0.129759 -0.184944 -3.06662 21.0195 8.91299 40.0892 40 0.144191 -0.241785 -3.07313 23.4405 11.1097 54.6575 16 0.125005 0.231561 -3.10986 -14.1471 3.1591 18.6175 46 0.14641 -0.155451 -3.06164 8.20054 9.8134 49.5901 16 0.146409 -0.21802 -3.06164 9.73224 13.7235 71.399 16 0.14641 -0.214561 -3.06164 23.8849 23.0057 121.304 16 0.144191 -0.191424 -3.07313 20.6965 9.09905 42.6064 46 0.144192 -0.217191 -3.07313 38.8327 22.0168 118.405
ID_a93677394,70 0.154795 -3.13151 -3.11575 -8.05059 6.4797 32.0542 48 -0.518318 2.68328 -2.90351 54.5475 30.3819 155.721 35 0.141963 0.231046 -3.11694 5.67028 13.2674 72.1419 60 0.0298288 -3.12552 -3.10035 -4.17547 9.29633 52.4021 6 0.02974 -0.283443 -3.10029 0.413724 11.887 67.0058 56 0.143495 -1.99186 -3.12865 9.80366 9.20735 47.2065 48 0.0305743 -3.07986 -3.1009 -5.57445 19.9739 117.303
ID_149647474,40 0.124243 -0.0191906 -3.0783 -5.29974 9.33483 49.9908 31 0.207779 0.965874 3.1176 -17.4726 6.62143 35.2213 16 0.124243 0.0212051 -3.07831 -6.15926 21.9979 130.384 51 0.126957 0.0750415 -3.08396 -2.04916 34.7724 204.216 16 0.126956 0.0874512 -3.08396 14.1849 18.649 101.541 46 0.124241 2.23683 -3.07831 -46.4382 40.5807 240.943 70 0.185403 1.57672 3.04425 -22.8329 6.44962 32.0159 66 0.208292 1.17202 3.12266 -21.4066 6.18594 32.9798 76 0.209083 0.707915 3.13658 -16.5066 6.49461 35.7174 46 0.209082 0.0398338 3.13659 -22.8577 10.4963 57.0087 40 0.166826 -2.93755 3.01488 -28.5753 6.65314 43.7054
ID_88136d8d6,8 0.145029 0.0241759 -3.01883 5.4964 3.02098 8.98704 18 0.162938 0.0055107 -3.03886 5.82828 4.47382 15.586 12 0.1508 3.0619 3.14154 -8.52802 4.32145 19.3271 9 0.23254 -2.97586 -3.09872 -7.43146 16.0856 90.3225 25 0.112749 -3.11358 -3.13048 -4.42433 19.1534 111.984 2 0.150806 -3.05833 3.14154 -6.80931 2.16464 9.28942 46 0.150802 -3.1388 3.14154 -10.4068 6.06702 29.3224 46 0.150799 3.12828 3.14154 -10.9868 7.50413 37.4807 46 0.150801 3.12435 3.14154 -11.4363 8.81314 45.2314 16 0.112745 -0.00921694 -3.13047 -0.875298 27.621 159.314
ID_ee4434f46,35 0.15127 -0.0503517 -3.00838 6.6684 6.1601 25.3383 8 0.16668 3.097 -3.04575 6.59094 6.65539 30.7679 54 0.186298 -0.00849109 -2.93639 9.03133 11.8324 57.2168 16 0.168965 0.0129039 -3.058 3.75426 7.7876 37.9699 6 0.161576 -1.87728 -3.02112 7.85385 4.09795 14.2838 46 0.186298 -0.0695241 -2.93638 7.7504 8.77948 40.857 46 0.186298 0.0107577 -2.93638 8.00137 12.0919 62.1934 2 0.168965 0.070761 -3.058 -0.579825 7.12614 35.3244 16 0.168966 0.962356 -3.058 -11.8183 14.2265 87.444 46 0.168966 0.789542 -3.05801 -15.7623 3.92335 22.4014 16 0.168966 0.457254 -3.058 -16.9961 5.03737 28.1623 16 0.168966 1.07089 -3.058 -15.3111 4.57033 25.7781 16 0.168965 1.04885 -3.058 -15.0603 4.82979 27.5873 16 0.168965 1.21744 -3.058 -16.5701 5.56305 32.4059 16 0.168966 1.0838 -3.058 -14.1816 5.33329 30.9478 16 0.168966 0.780499 -3.058 -19.7073 10.858 64.294 46 0.168964 1.60745 -3.058 -23.501 14.6081 91.1375
ID_75a8a7333,31 0.156356 0.0198602 -3.03902 2.31734 7.02714 31.7429 66 0.261271 2.92267 -3.01013 3.02237 6.22895 26.2522 28 0.183147 -0.0286845 -3.01643 3.24189 5.20788 19.8539 70 0.196202 -0.0427133 -3.01635 3.36628 3.77997 12.5313 6 0.156519 0.131956 -3.03928 -2.28987 9.70459 49.2784 48 0.157235 0.228482 -3.04039 0.935749 12.1738 61.3756 16 0.157235 -0.0763405 -3.04038 1.80063 9.09688 43.7877
ID_ac946f5f9,28 0.180285 -0.0448692 -3.09745 -31.5079 13.8332 60.5208 71 0.084192 -1.93056 3.05825 -52.9528 35.7298 175.239 27 0.183759 -0.0184468 -3.12615 -34.655 25.3993 123.059 16 0.18376 0.00893922 -3.12614 -9.27948 10.6134 44.6665
ID_728399ca1,61 0.126379 -0.036076 -3.07919 -1.64078 3.73272 15.6591 28 0.125883 0.0273115 -3.10377 5.54233 5.56741 23.7309 31 0.163436 -0.0284413 -3.11022 5.50797 6.58024 29.7953 61 0.150102 0.0620897 -3.08868 4.90799 6.72397 32.5263 28 0.105247 -0.0271015 -3.09249 -10.9189 4.34145 20.4231 28 0.0972192 -0.0170777 -3.05209 -23.0541 6.42763 36.8073 28 0.105551 -0.0564191 -3.0506 -26.4146 7.98446 48.0661 28 0.131349 0.0219617 -3.08302 -18.7831 7.38282 41.7285 37 0.127482 0.00688541 -3.09531 -22.8043 9.75188 58.0826 61 0.13754 -0.0958937 -3.08544 -26.1909 16.6259 105.611 46 0.163437 0.267632 -3.11022 11.7169 10.4476 54.9976 46 0.150102 0.265861 -3.08868 2.57726 19.96 116.37 16 0.150102 0.037629 -3.08868 0.772025 21.9035 131.632 16 0.150102 0.0417636 -3.08868 -3.18611 17.739 106.894 16 0.150102 0.0505233 -3.08867 -5.51056 18.6249 111.703 46 0.13754 0.00984469 -3.08544 -28.8546 22.3589 142.692
ID_a92051faa,70 0.170118 0.128269 -3.03675 6.15605 4.1957 12.6884 9 0.100994 0.0988386 -3.06526 5.74139 5.17924 20.7732 8 0.147814 0.0381718 -3.01249 4.90255 5.6361 24.7655 16 0.187789 0.0764134 -3.07422 3.99804 5.91836 27.023 60 0.13703 0.05419 -3.05417 3.55197 7.2653 36.6956 60 0.221924 1.83851 -3.00511 -15.8677 4.27157 21.923 28 0.226244 1.76941 -3.08919 -13.8184 5.00115 25.3077 9 0.150926 1.36022 -3.12774 -20.0793 8.83437 51.5259 16 0.13703 -0.0477283 -3.05417 2.94255 9.24454 47.8363 16 0.226238 -3.00466 -3.08919 -15.9099 5.99043 33.6909
ID_d247fc3ba,35 0.176512 0.0195896 -3.12594 -2.52555 2.15839 5.52874 76 0.174642 0.0255927 -3.06236 -5.05706 5.00175 22.011 50 0.121864 0.237957 -3.09698 -4.36366 7.47919 37.6033 61 0.10704 0.0515687 -2.96445 -9.28299 7.54348 44.1475 71 0.168582 -3.08139 -3.13915 -15.6447 7.18559 39.0534 43 0.237711 0.507857 -2.98921 -12.3807 5.39969 30.3192 40 0.0894705 -0.913187 -3.10405 1.50049 14.3593 83.0162 46 0.0894709 0.0658002 -3.10405 -1.08081 5.35603 24.019 16 0.121864 0.0530357 -3.09697 -6.16399 7.99205 43.8543 46 0.174642 0.103026 -3.06236 -9.04536 6.46693 34.3807 16 0.121864 -0.138665 -3.09698 -4.14891 10.4246 58.5271 46 0.10704 -0.0836607 -2.96445 -15.2263 12.1571 68.7924
ID_b8b0658a4,28 0.149876 -0.773852 -3.1021 11.6211 7.36933 32.9301 20 0.0736835 -1.27697 3.13468 12.3233 8.44137 40.9859 8 0.199734 2.44384 -3.09307 9.47231 13.424 72.0788 54 0.263916 -0.813052 3.07009 7.94941 13.5699 72.8414 28 0.154382 -0.611974 -3.0841 5.44272 7.3489 34.9232 35 0.154309 0.0199009 -3.09837 -8.52889 6.14154 31.6134 16 0.155379 -3.07858 3.13821 -16.0779 7.81063 46.0588 8 0.153012 -3.11091 -3.06495 -17.2612 9.09604 55.7257 27 0.162535 -3.04697 3.13445 -20.9591 6.8464 40.6321 16 0.263916 -0.0907941 3.0701 -0.0992443 4.13993 18.0516 2 0.149879 -2.59077 -3.1021 19.3386 6.15464 25.8475 16 0.149875 1.83851 -3.1021 22.7647 8.48975 40.2229 16 0.0736825 1.57917 3.13468 14.855 11.3219 59.8352 16 0.154381 -2.8787 -3.08409 10.2755 11.0063 57.2526 16 0.149878 1.63921 -3.1021 17.818 9.51283 46.3492
ID_72d34d849,35 0.155446 0.0226874 -3.08362 3.81857 3.22317 8.89541 70 0.130626 0.0555956 -3.05774 13.975 6.48659 27.4393 28 0.147696 -0.0313865 -3.12736 12.6312 6.98423 30.9679 19 0.130005 -0.0371033 -3.10974 9.76974 7.59883 36.531 43 0.0767715 3.07283 -3.10748 -22.3335 5.67031 33.1931 76 0.0844662 -3.12183 -3.11253 -15.8602 12.2174 69.8956 16 0.130006 -0.059015 -3.10974 3.38751 6.7177 32.5218 16 0.130006 -0.00415916 -3.10974 -0.361828 7.5612 40.375 46 0.130006 -0.236567 -3.10974 -4.21552 15.1225 85.0301 16 0.130627 0.00272676 -3.05775 12.1952 4.80988 17.409 16 0.0844734 3.09301 -3.11253 -10.4216 10.4201 59.7156 46 0.0844736 -3.08622 -3.11253 -9.19812 12.5753 72.8143
ID_3566f2522,14 0.180473 -3.10799 -3.123 -14.4959 11.6031 70.0926 66 0.0715043 0.0560842 -3.03099 14.9201 9.70168 47.9584 46 0.180468 -2.19301 -3.12299 -29.1619 7.18851 40.97 16 0.180474 -3.07114 -3.123 -23.6011 7.61432 44.3643 7 0.180438 3.12187 -3.12272 -24.7967 8.73497 52.0571 46 0.180467 -3.10537 -3.123 -34.2683 16.8027 101.558 16 0.180473 -3.11781 -3.123 -11.735 15.6001 93.4299 46 0.0715034 1.98879 -3.031 22.4346 17.6302 89.2586 2 0.0715043 0.310938 -3.031 21.4023 17.0317 89.6228 16 0.0715042 0.0726302 -3.031 11.3253 11.5309 62.1745 16 0.0715042 -0.0910147 -3.031 10.8251 12.3841 68.7601
